Escuela Ingreso,Licenciatura,Bachillerato,Bioquimica Diagnostico Inicial,Intentos,Calificacion,Fecha,Bioquimica Diagnostico Final,Intentos,Calificacion,Fecha,Topicos de Salud I Diagnostico Inicial,Intentos,Calificacion,Fecha,Topicos de Salud I Diagnostico Final,Intentos,Calificacion,Fecha,Topicos de Salud II Diagnostico Inicial,Intentos,Calificacion,Fecha,Topicos de Salud II Diagnostico Final,Intentos,Calificacion,Fecha,Introducción a la Ética Diagnostico Inicial,Intentos,Calificacion,Fecha,Introducción a la Ética Diagnostico Final,Intentos,Calificacion,Fecha,Biologia Celular Diagnostico Inicial,Intentos,Calificacion,Fecha,Biologia Celular Diagnostico Final,Intentos,Calificacion,Fecha,"Lectura y Redacción, Diagnostico Inicial",Intentos,Calificacion,Fecha,"Lectura y Redacción, Diagnostico Final",Intentos,Calificacion,Fecha,"Matematicas, Diagnostico Inicial",Intentos,Calificacion,Fecha,"Matematicas, Diagnostico Final",Intentos,Calificacion,Fecha,"Estadistica en la investigación social, Diagnostico Inicial",Intentos,Calificacion,Fecha,"Estadistica en la investigación social, Diagnostico Final",Intentos,Calificacion,Fecha
fm-cu,medico_cirujano,inc-sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,neurociencias,colbach,Bioquimica Diagnostico Inicial,1,4,2025-03-23,,,,,,,,,,,,,Topicos de Salud II Diagnostico Inicial,1,6,2025-03-23,,,,,,,,,,,,,Biologia Celular Diagnostico Inicial,1,7,2025-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,neurociencias,enp,Bioquimica Diagnostico Inicial,1,6,2025-03-29,,,,,Topicos de Salud I Diagnostico Inicial,1,4,2025-03-18,Topicos de Salud I Diagnostico Final,1,7,2025-04-17,Topicos de Salud II Diagnostico Inicial,1,7,2025-04-06,,,,,Introducción a la Ética Diagnostico Inicial,1,4,2025-05-18,,,,,Biologia Celular Diagnostico Inicial,1,6,2025-04-06,Biologia Celular Diagnostico Final,1,4,2025-05-16,"Lectura y Redacción, Diagnostico Inicial",1,7,2025-04-29,,,,,"Matematicas, Diagnostico Inicial",1,5,2025-05-18,,,,,,,,,,,,
fm-cu,medico_cirujano,inc-unam,Bioquimica Diagnostico Inicial,1,3,2025-03-19,,,,,Topicos de Salud I Diagnostico Inicial,1,5,2025-03-19,,,,,Topicos de Salud II Diagnostico Inicial,1,5,2025-03-19,,,,,Introducción a la Ética Diagnostico Inicial,1,9,2025-03-19,,,,,Biologia Celular Diagnostico Inicial,1,3,2025-03-19,,,,,"Lectura y Redacción, Diagnostico Inicial",1,5,2025-03-19,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,cch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,4,2025-07-29,,,,
fm-cu,medico_cirujano,enp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,4,2025-07-29,,,,
fm-cu,medico_cirujano,otra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,enp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,otra,Bioquimica Diagnostico Inicial,1,6,2025-03-03,,,,,Topicos de Salud I Diagnostico Inicial,1,8,2025-03-19,,,,,Topicos de Salud II Diagnostico Inicial,1,6,2025-03-19,,,,,,,,,,,,,Biologia Celular Diagnostico Inicial,1,8,2025-03-19,,,,,"Lectura y Redacción, Diagnostico Inicial",1,6,2025-03-19,,,,,,,,,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,5,2025-03-19,,,,
fm-cu,medico_cirujano,colbach,Bioquimica Diagnostico Inicial,1,3,2025-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,biomedica,enp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,otra,enp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,inc-sep,Bioquimica Diagnostico Final,1,5,2025-08-02,,1,10,2025-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,enp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,enp,Bioquimica Diagnostico Inicial,1,5,2025-03-20,,,,,Topicos de Salud I Diagnostico Inicial,1,5,2025-03-20,,,,,Topicos de Salud II Diagnostico Inicial,1,5,2025-03-20,,,,,,,,,,,,,Biologia Celular Diagnostico Inicial,1,4,2025-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,otra,Bioquimica Diagnostico Inicial,1,5,2025-03-21,,,,,,,,,,,,,Topicos de Salud II Diagnostico Inicial,1,5,2025-04-19,,,,,,,,,,,,,,,,,,,,,"Lectura y Redacción, Diagnostico Inicial",1,3,2025-04-19,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,cch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,otra,Bioquimica Diagnostico Inicial,1,4,2025-03-22,,,,,Topicos de Salud I Diagnostico Inicial,1,5,2025-04-18,,,,,Topicos de Salud II Diagnostico Inicial,1,3,2025-04-18,,,,,Introducción a la Ética Diagnostico Inicial,1,6,2025-03-22,,,,,Biologia Celular Diagnostico Inicial,1,4,2025-04-18,,,,,"Lectura y Redacción, Diagnostico Inicial",1,5,2025-05-17,,,,,"Matematicas, Diagnostico Inicial",1,7,2025-04-18,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,5,2025-04-18,,,,
fm-cu,medico_cirujano,inc-sep,Bioquimica Diagnostico Inicial,1,7,2025-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biologia Celular Diagnostico Inicial,1,7,2025-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,otra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,enp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,inc-sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biologia Celular Diagnostico Inicial,1,7,2025-03-20,,,,,"Lectura y Redacción, Diagnostico Inicial",1,8,2025-03-20,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,cch,Bioquimica Diagnostico Inicial,1,5,2025-06-06,,,,,Topicos de Salud I Diagnostico Inicial,1,4,2025-06-06,,,,,Topicos de Salud II Diagnostico Inicial,1,5,2025-06-06,,,,,Introducción a la Ética Diagnostico Inicial,1,6,2025-06-06,,,,,Biologia Celular Diagnostico Inicial,1,5,2025-06-06,,,,,"Lectura y Redacción, Diagnostico Inicial",1,7,2025-06-06,,,,,"Matematicas, Diagnostico Inicial",1,6,2025-06-06,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,4,2025-06-06,,,,
fm-cu,medico_cirujano,colbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,enp,Bioquimica Diagnostico Inicial,1,6,2025-03-20,,,,,Topicos de Salud I Diagnostico Inicial,1,4,2025-03-20,,,,,Topicos de Salud II Diagnostico Inicial,1,7,2025-03-20,,,,,Introducción a la Ética Diagnostico Inicial,1,7,2025-03-20,,,,,Biologia Celular Diagnostico Inicial,1,5,2025-03-20,,,,,"Lectura y Redacción, Diagnostico Inicial",1,6,2025-03-20,,,,,"Matematicas, Diagnostico Inicial",1,9,2025-03-20,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,3,2025-03-20,,,,
fm-cu,medico_cirujano,otra,Bioquimica Diagnostico Inicial,1,6,2025-03-20,,,,,Topicos de Salud I Diagnostico Inicial,1,4,2025-03-20,,,,,Topicos de Salud II Diagnostico Inicial,1,7,2025-03-20,,,,,Introducción a la Ética Diagnostico Inicial,1,7,2025-03-20,,,,,Biologia Celular Diagnostico Inicial,1,5,2025-03-20,,,,,"Lectura y Redacción, Diagnostico Inicial",1,6,2025-03-20,,,,,"Matematicas, Diagnostico Inicial",1,9,2025-03-20,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,3,2025-03-20,,,,
fm-cu,medico_cirujano,inc-sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,com_medicina,inc-unam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,inc-sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,enp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,colbach,Bioquimica Diagnostico Inicial,1,5,2025-03-21,,,,,,,,,,,,,Topicos de Salud II Diagnostico Inicial,1,5,2025-04-19,,,,,,,,,,,,,,,,,,,,,"Lectura y Redacción, Diagnostico Inicial",1,3,2025-04-19,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,inc-sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,otra,cch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,inc-sep,Bioquimica Diagnostico Inicial,1,9,2025-03-17,,,,,Topicos de Salud I Diagnostico Inicial,1,9,2025-03-17,,,,,,,,,,,,,,,,,,,,,Biologia Celular Diagnostico Inicial,1,8,2025-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,com_medicina,colbach,Bioquimica Diagnostico Inicial,1,5,2025-03-21,,,,,Topicos de Salud I Diagnostico Inicial,1,6,2025-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,inc-sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,colbach,Bioquimica Diagnostico Final,1,4,2025-08-10,,1,10,2025-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,otra,Bioquimica Diagnostico Final,1,4,2025-08-10,,1,10,2025-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,colbach,Bioquimica Diagnostico Inicial,1,4,2025-03-22,,,,,Topicos de Salud I Diagnostico Inicial,1,5,2025-04-18,,,,,Topicos de Salud II Diagnostico Inicial,1,3,2025-04-18,,,,,Introducción a la Ética Diagnostico Inicial,1,6,2025-03-22,,,,,Biologia Celular Diagnostico Inicial,1,4,2025-04-18,,,,,"Lectura y Redacción, Diagnostico Inicial",1,5,2025-05-17,,,,,"Matematicas, Diagnostico Inicial",1,7,2025-04-18,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,5,2025-04-18,,,,
fm-cu,medico_cirujano,otra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,inc-unam,Bioquimica Diagnostico Inicial,1,4,2025-03-22,,,,,Topicos de Salud I Diagnostico Inicial,1,5,2025-03-22,,,,,Topicos de Salud II Diagnostico Inicial,1,7,2025-03-22,,,,,Introducción a la Ética Diagnostico Inicial,1,8,2025-03-22,,,,,,,,,,,,,"Lectura y Redacción, Diagnostico Inicial",1,9,2025-03-22,,,,,"Matematicas, Diagnostico Inicial",1,5,2025-03-22,,,,,,,,,,,,
fm-cu,medico_cirujano,otra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,inc-sep,,,,,,,,,,,,,,,,,Topicos de Salud II Diagnostico Inicial,1,4,2025-03-22,,,,,Introducción a la Ética Diagnostico Inicial,1,7,2025-03-22,,,,,,,,,,,,,,,,,,,,,"Matematicas, Diagnostico Inicial",1,8,2025-03-22,,,,,,,,,,,,
fm-cu,medico_cirujano,otra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,otra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,inc-sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,inc-sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,colbach,Bioquimica Diagnostico Inicial,1,3,2025-03-22,,,,,Topicos de Salud I Diagnostico Inicial,1,4,2025-03-22,,,,,Topicos de Salud II Diagnostico Inicial,1,3,2025-03-22,,,,,Introducción a la Ética Diagnostico Inicial,1,1,2025-03-22,,,,,Biologia Celular Diagnostico Inicial,1,5,2025-03-22,,,,,"Lectura y Redacción, Diagnostico Inicial",1,6,2025-03-22,,,,,"Matematicas, Diagnostico Inicial",1,3,2025-03-22,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,4,2025-03-22,,,,
fm-cu,medico_cirujano,cch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,colbach,Bioquimica Diagnostico Inicial,1,5,2025-03-22,,,,,Topicos de Salud I Diagnostico Inicial,1,8,2025-03-22,,,,,Topicos de Salud II Diagnostico Inicial,1,6,2025-03-22,,,,,Introducción a la Ética Diagnostico Inicial,1,6,2025-03-22,,,,,Biologia Celular Diagnostico Inicial,1,9,2025-03-22,,,,,"Lectura y Redacción, Diagnostico Inicial",1,10,2025-03-22,,,,,"Matematicas, Diagnostico Inicial",1,8,2025-03-22,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,7,2025-03-22,,,,
fm-cu,medico_cirujano,otra,Bioquimica Diagnostico Inicial,1,5,2025-03-22,,,,,Topicos de Salud I Diagnostico Inicial,1,8,2025-03-22,,,,,Topicos de Salud II Diagnostico Inicial,1,6,2025-03-22,,,,,Introducción a la Ética Diagnostico Inicial,1,6,2025-03-22,,,,,Biologia Celular Diagnostico Inicial,1,9,2025-03-22,,,,,"Lectura y Redacción, Diagnostico Inicial",1,10,2025-03-22,,,,,"Matematicas, Diagnostico Inicial",1,8,2025-03-22,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,7,2025-03-22,,,,
fm-cu,medico_cirujano,enp,Bioquimica Diagnostico Inicial,1,9,2025-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,inc-unam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fm-cu,medico_cirujano,enp,Bioquimica Diagnostico Inicial,1,4,2025-03-22,,,,,Topicos de Salud I Diagnostico Inicial,1,5,2025-04-18,,,,,Topicos de Salud II Diagnostico Inicial,1,3,2025-04-18,,,,,Introducción a la Ética Diagnostico Inicial,1,6,2025-03-22,,,,,Biologia Celular Diagnostico Inicial,1,4,2025-04-18,,,,,"Lectura y Redacción, Diagnostico Inicial",1,5,2025-05-17,,,,,"Matematicas, Diagnostico Inicial",1,7,2025-04-18,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,5,2025-04-18,,,,
fm-cu,medico_cirujano,colbach,Bioquimica Diagnostico Final,1,7,2025-03-25,,2,9,2025-03-28,Topicos de Salud I Diagnostico Inicial,1,8,2025-03-25,Topicos de Salud I Diagnostico Final,1,9,2025-03-29,Topicos de Salud II Diagnostico Inicial,1,8,2025-03-25,Topicos de Salud II Diagnostico Final,1,9,2025-03-29,Introducción a la Ética Diagnostico Inicial,1,8,2025-03-25,Introducción a la Ética Diagnostico Final,1,9,2025-03-29,Biologia Celular Diagnostico Inicial,1,8,2025-03-25,Biologia Celular Diagnostico Final,2,9,2025-03-29,"Lectura y Redacción, Diagnostico Inicial",1,10,2025-03-25,"Lectura y Redacción, Diagnostico Final",2,10,2025-03-29,"Matematicas, Diagnostico Inicial",1,10,2025-03-25,"Matematicas, Diagnostico Final",1,10,2025-03-29,"Estadistica en la investigación social, Diagnostico Inicial",1,8,2025-03-25,"Estadistica en la investigación social, Diagnostico Final",1,8,2025-03-29
fm-cu,medico_cirujano,otra,,,,,,,,,,,,,,,,,Topicos de Salud II Diagnostico Inicial,1,4,2025-03-22,,,,,Introducción a la Ética Diagnostico Inicial,1,7,2025-03-22,,,,,,,,,,,,,,,,,,,,,"Matematicas, Diagnostico Inicial",1,8,2025-03-22,,,,,,,,,,,,
fm-cu,medico_cirujano,otra,Bioquimica Diagnostico Inicial,1,7,2025-03-22,,,,,Topicos de Salud I Diagnostico Inicial,1,5,2025-03-22,,,,,Topicos de Salud II Diagnostico Inicial,1,6,2025-03-22,,,,,Introducción a la Ética Diagnostico Inicial,1,8,2025-03-23,,,,,Biologia Celular Diagnostico Inicial,1,7,2025-03-22,,,,,"Lectura y Redacción, Diagnostico Inicial",1,6,2025-03-22,,,,,"Matematicas, Diagnostico Inicial",1,7,2025-03-22,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,6,2025-03-22,,,,
fm-cu,medico_cirujano,colbach,Bioquimica Diagnostico Inicial,1,7,2025-03-22,,,,,Topicos de Salud I Diagnostico Inicial,1,5,2025-03-22,,,,,Topicos de Salud II Diagnostico Inicial,1,6,2025-03-22,,,,,Introducción a la Ética Diagnostico Inicial,1,8,2025-03-23,,,,,Biologia Celular Diagnostico Inicial,1,7,2025-03-22,,,,,"Lectura y Redacción, Diagnostico Inicial",1,6,2025-03-22,,,,,"Matematicas, Diagnostico Inicial",1,7,2025-03-22,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,6,2025-03-22,,,,
fm-cu,medico_cirujano,colbach,Bioquimica Diagnostico Inicial,1,7,2025-03-22,,,,,Topicos de Salud I Diagnostico Inicial,1,5,2025-03-22,,,,,Topicos de Salud II Diagnostico Inicial,1,6,2025-03-22,,,,,Introducción a la Ética Diagnostico Inicial,1,8,2025-03-23,,,,,Biologia Celular Diagnostico Inicial,1,7,2025-03-22,,,,,"Lectura y Redacción, Diagnostico Inicial",1,6,2025-03-22,,,,,"Matematicas, Diagnostico Inicial",1,7,2025-03-22,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,6,2025-03-22,,,,
fm-cu,medico_cirujano,inc-unam,Bioquimica Diagnostico Inicial,1,7,2025-03-22,,,,,Topicos de Salud I Diagnostico Inicial,1,5,2025-03-22,,,,,Topicos de Salud II Diagnostico Inicial,1,6,2025-03-22,,,,,Introducción a la Ética Diagnostico Inicial,1,8,2025-03-23,,,,,Biologia Celular Diagnostico Inicial,1,7,2025-03-22,,,,,"Lectura y Redacción, Diagnostico Inicial",1,6,2025-03-22,,,,,"Matematicas, Diagnostico Inicial",1,7,2025-03-22,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,6,2025-03-22,,,,
fm-cu,medico_cirujano,otra,Bioquimica Diagnostico Inicial,1,7,2025-03-22,,,,,Topicos de Salud I Diagnostico Inicial,1,5,2025-03-22,,,,,Topicos de Salud II Diagnostico Inicial,1,6,2025-03-22,,,,,Introducción a la Ética Diagnostico Inicial,1,8,2025-03-23,,,,,Biologia Celular Diagnostico Inicial,1,7,2025-03-22,,,,,"Lectura y Redacción, Diagnostico Inicial",1,6,2025-03-22,,,,,"Matematicas, Diagnostico Inicial",1,7,2025-03-22,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,6,2025-03-22,,,,
fm-cu,medico_cirujano,inc-sep,Bioquimica Diagnostico Inicial,1,7,2025-03-22,,,,,Topicos de Salud I Diagnostico Inicial,1,5,2025-03-22,,,,,Topicos de Salud II Diagnostico Inicial,1,6,2025-03-22,,,,,Introducción a la Ética Diagnostico Inicial,1,8,2025-03-23,,,,,Biologia Celular Diagnostico Inicial,1,7,2025-03-22,,,,,"Lectura y Redacción, Diagnostico Inicial",1,6,2025-03-22,,,,,"Matematicas, Diagnostico Inicial",1,7,2025-03-22,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,6,2025-03-22,,,,
fm-cu,medico_cirujano,enp,Bioquimica Diagnostico Inicial,1,7,2025-03-22,,,,,Topicos de Salud I Diagnostico Inicial,1,5,2025-03-22,,,,,Topicos de Salud II Diagnostico Inicial,1,6,2025-03-22,,,,,Introducción a la Ética Diagnostico Inicial,1,8,2025-03-23,,,,,Biologia Celular Diagnostico Inicial,1,7,2025-03-22,,,,,"Lectura y Redacción, Diagnostico Inicial",1,6,2025-03-22,,,,,"Matematicas, Diagnostico Inicial",1,7,2025-03-22,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,6,2025-03-22,,,,
fm-cu,medico_cirujano,colbach,Bioquimica Diagnostico Inicial,1,7,2025-03-22,,,,,Topicos de Salud I Diagnostico Inicial,1,5,2025-03-22,,,,,Topicos de Salud II Diagnostico Inicial,1,6,2025-03-22,,,,,Introducción a la Ética Diagnostico Inicial,1,8,2025-03-23,,,,,Biologia Celular Diagnostico Inicial,1,7,2025-03-22,,,,,"Lectura y Redacción, Diagnostico Inicial",1,6,2025-03-22,,,,,"Matematicas, Diagnostico Inicial",1,7,2025-03-22,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,6,2025-03-22,,,,
fm-cu,medico_cirujano,cch,Bioquimica Diagnostico Inicial,1,7,2025-03-22,,,,,Topicos de Salud I Diagnostico Inicial,1,5,2025-03-22,,,,,Topicos de Salud II Diagnostico Inicial,1,6,2025-03-22,,,,,Introducción a la Ética Diagnostico Inicial,1,8,2025-03-23,,,,,Biologia Celular Diagnostico Inicial,1,7,2025-03-22,,,,,"Lectura y Redacción, Diagnostico Inicial",1,6,2025-03-22,,,,,"Matematicas, Diagnostico Inicial",1,7,2025-03-22,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,6,2025-03-22,,,,
fm-cu,medico_cirujano,enp,Bioquimica Diagnostico Inicial,1,7,2025-03-22,,,,,Topicos de Salud I Diagnostico Inicial,1,5,2025-03-22,,,,,Topicos de Salud II Diagnostico Inicial,1,6,2025-03-22,,,,,Introducción a la Ética Diagnostico Inicial,1,8,2025-03-23,,,,,Biologia Celular Diagnostico Inicial,1,7,2025-03-22,,,,,"Lectura y Redacción, Diagnostico Inicial",1,6,2025-03-22,,,,,"Matematicas, Diagnostico Inicial",1,7,2025-03-22,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,6,2025-03-22,,,,
fm-cu,medico_cirujano,inc-sep,Bioquimica Diagnostico Inicial,1,7,2025-03-22,,,,,Topicos de Salud I Diagnostico Inicial,1,5,2025-03-22,,,,,Topicos de Salud II Diagnostico Inicial,1,6,2025-03-22,,,,,Introducción a la Ética Diagnostico Inicial,1,8,2025-03-23,,,,,Biologia Celular Diagnostico Inicial,1,7,2025-03-22,,,,,"Lectura y Redacción, Diagnostico Inicial",1,6,2025-03-22,,,,,"Matematicas, Diagnostico Inicial",1,7,2025-03-22,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,6,2025-03-22,,,,
fm-cu,medico_cirujano,colbach,Bioquimica Diagnostico Inicial,1,7,2025-03-22,,,,,Topicos de Salud I Diagnostico Inicial,1,5,2025-03-22,,,,,Topicos de Salud II Diagnostico Inicial,1,6,2025-03-22,,,,,Introducción a la Ética Diagnostico Inicial,1,8,2025-03-23,,,,,Biologia Celular Diagnostico Inicial,1,7,2025-03-22,,,,,"Lectura y Redacción, Diagnostico Inicial",1,6,2025-03-22,,,,,"Matematicas, Diagnostico Inicial",1,7,2025-03-22,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,6,2025-03-22,,,,
fm-cu,medico_cirujano,colbach,Bioquimica Diagnostico Inicial,1,7,2025-03-22,,,,,Topicos de Salud I Diagnostico Inicial,1,5,2025-03-22,,,,,Topicos de Salud II Diagnostico Inicial,1,6,2025-03-22,,,,,Introducción a la Ética Diagnostico Inicial,1,8,2025-03-23,,,,,Biologia Celular Diagnostico Inicial,1,7,2025-03-22,,,,,"Lectura y Redacción, Diagnostico Inicial",1,6,2025-03-22,,,,,"Matematicas, Diagnostico Inicial",1,7,2025-03-22,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,6,2025-03-22,,,,
fm-cu,medico_cirujano,otra,Bioquimica Diagnostico Inicial,1,7,2025-03-22,,,,,Topicos de Salud I Diagnostico Inicial,1,5,2025-03-22,,,,,Topicos de Salud II Diagnostico Inicial,1,6,2025-03-22,,,,,Introducción a la Ética Diagnostico Inicial,1,8,2025-03-23,,,,,Biologia Celular Diagnostico Inicial,1,7,2025-03-22,,,,,"Lectura y Redacción, Diagnostico Inicial",1,6,2025-03-22,,,,,"Matematicas, Diagnostico Inicial",1,7,2025-03-22,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,6,2025-03-22,,,,
fm-cu,medico_cirujano,enp,Bioquimica Diagnostico Inicial,1,7,2025-03-22,,,,,Topicos de Salud I Diagnostico Inicial,1,5,2025-03-22,,,,,Topicos de Salud II Diagnostico Inicial,1,6,2025-03-22,,,,,Introducción a la Ética Diagnostico Inicial,1,8,2025-03-23,,,,,Biologia Celular Diagnostico Inicial,1,7,2025-03-22,,,,,"Lectura y Redacción, Diagnostico Inicial",1,6,2025-03-22,,,,,"Matematicas, Diagnostico Inicial",1,7,2025-03-22,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,6,2025-03-22,,,,
fm-cu,medico_cirujano,enp,Bioquimica Diagnostico Inicial,1,7,2025-03-22,,,,,Topicos de Salud I Diagnostico Inicial,1,5,2025-03-22,,,,,Topicos de Salud II Diagnostico Inicial,1,6,2025-03-22,,,,,Introducción a la Ética Diagnostico Inicial,1,8,2025-03-23,,,,,Biologia Celular Diagnostico Inicial,1,7,2025-03-22,,,,,"Lectura y Redacción, Diagnostico Inicial",1,6,2025-03-22,,,,,"Matematicas, Diagnostico Inicial",1,7,2025-03-22,,,,,"Estadistica en la investigación social, Diagnostico Inicial",1,6,2025-03-22,,,,
